1	6.000000
3	4.000000
5	2.000000
7	5.000000
9	4.000000
11	4.000000
13	2.000000
15	8.000000
17	4.000000
19	2.000000
21	2.000000
23	0.000000
25	4.000000
27	5.000000
29	0.000000
31	1.000000
33	1.000000
35	6.000000
37	4.000000
39	3.000000
41	1.000000
43	5.000000
45	9.000000
47	7.000000
49	3.000000
51	4.000000
53	5.000000
55	0.000000
57	2.000000
59	5.000000
61	6.000000
63	6.000000
65	6.000000
67	4.000000
69	9.000000
71	2.000000
73	5.000000
75	4.000000
77	2.000000
79	4.000000
81	5.000000
83	6.000000
85	3.000000
87	5.000000
89	7.000000
91	7.000000
93	3.000000
95	6.000000
97	5.000000
99	5.000000
101	9.000000
103	4.000000
105	9.000000
107	5.000000
109	2.000000
111	7.000000
113	10.000000
115	5.000000
117	7.000000
119	14.000000
121	9.000000
123	13.000000
125	3.000000
127	6.000000
129	5.000000
131	7.000000
133	10.000000
135	6.000000
137	5.000000
139	8.000000
141	2.000000
143	6.000000
145	6.000000
147	7.000000
149	8.000000
151	6.000000
153	9.000000
155	7.000000
157	9.000000
159	5.000000
161	3.000000
163	4.000000
165	9.000000
167	8.000000
169	8.000000
171	6.000000
173	8.000000
175	15.000000
177	8.000000
179	10.000000
181	11.000000
183	9.000000
185	7.000000
187	7.000000
189	10.000000
191	10.000000
193	6.000000
195	8.000000
197	7.000000
199	11.000000
201	12.000000
203	7.000000
205	10.000000
207	9.000000
209	6.000000
211	8.000000
213	8.000000
215	9.000000
217	14.000000
219	7.000000
221	12.000000
223	11.000000
225	10.000000
227	13.000000
229	12.000000
231	12.000000
233	11.000000
235	13.000000
237	11.000000
239	11.000000
241	14.000000
243	10.000000
245	9.000000
247	16.000000
249	11.000000
251	11.000000
253	12.000000
255	19.000000
257	8.000000
259	16.000000
261	9.000000
263	15.000000
265	16.000000
267	14.000000
269	10.000000
271	19.000000
273	31.000000
275	22.000000
277	13.000000
279	14.000000
281	22.000000
283	22.000000
285	16.000000
287	17.000000
289	15.000000
291	14.000000
293	13.000000
295	18.000000
297	13.000000
299	22.000000
301	16.000000
303	20.000000
305	13.000000
307	14.000000
309	27.000000
311	19.000000
313	16.000000
315	26.000000
317	20.000000
319	29.000000
321	31.000000
323	25.000000
325	25.000000
327	30.000000
329	23.000000
331	26.000000
333	17.000000
335	37.000000
337	34.000000
339	26.000000
341	27.000000
343	31.000000
345	37.000000
347	34.000000
349	33.000000
351	29.000000
353	29.000000
355	25.000000
357	26.000000
359	37.000000
361	41.000000
363	29.000000
365	38.000000
367	38.000000
369	39.000000
371	48.000000
373	38.000000
375	31.000000
377	42.000000
379	46.000000
381	34.000000
383	57.000000
385	55.000000
387	44.000000
389	44.000000
391	52.000000
393	49.000000
395	50.000000
397	68.000000
399	51.000000
401	62.000000
403	47.000000
405	69.000000
407	61.000000
409	63.000000
411	71.000000
413	83.000000
415	72.000000
417	90.000000
419	66.000000
421	95.000000
423	84.000000
425	86.000000
427	100.000000
429	118.000000
431	98.000000
433	125.000000
435	102.000000
437	114.000000
439	115.000000
441	155.000000
443	131.000000
445	159.000000
447	178.000000
449	168.000000
451	150.000000
453	160.000000
455	192.000000
457	190.000000
459	232.000000
461	219.000000
463	225.000000
465	193.000000
467	236.000000
469	222.000000
471	261.000000
473	285.000000
475	277.000000
477	313.000000
479	298.000000
481	281.000000
483	352.000000
485	340.000000
487	381.000000
489	350.000000
491	365.000000
493	387.000000
495	410.000000
497	413.000000
499	410.000000
501	494.000000
503	443.000000
505	492.000000
507	541.000000
509	531.000000
511	521.000000
513	560.000000
515	575.000000
517	624.000000
519	593.000000
521	619.000000
523	641.000000
525	696.000000
527	696.000000
529	746.000000
531	779.000000
533	835.000000
535	808.000000
537	817.000000
539	827.000000
541	889.000000
543	889.000000
545	934.000000
547	940.000000
549	987.000000
551	1031.000000
553	1018.000000
555	1091.000000
557	1120.000000
