1	11.000000
3	6.000000
5	13.000000
7	7.000000
9	8.000000
11	10.000000
13	8.000000
15	8.000000
17	10.000000
19	6.000000
21	10.000000
23	10.000000
25	7.000000
27	8.000000
29	15.000000
31	11.000000
33	8.000000
35	11.000000
37	12.000000
39	8.000000
41	11.000000
43	9.000000
45	4.000000
47	13.000000
49	15.000000
51	6.000000
53	12.000000
55	5.000000
57	8.000000
59	8.000000
61	6.000000
63	11.000000
65	11.000000
67	17.000000
69	10.000000
71	12.000000
73	14.000000
75	11.000000
77	10.000000
79	12.000000
81	14.000000
83	15.000000
85	9.000000
87	11.000000
89	9.000000
91	9.000000
93	13.000000
95	9.000000
97	12.000000
99	12.000000
101	11.000000
103	6.000000
105	13.000000
107	10.000000
109	14.000000
111	11.000000
113	12.000000
115	14.000000
117	7.000000
119	12.000000
121	11.000000
123	12.000000
125	12.000000
127	11.000000
129	13.000000
131	17.000000
133	17.000000
135	13.000000
137	14.000000
139	6.000000
141	13.000000
143	15.000000
145	13.000000
147	13.000000
149	10.000000
151	15.000000
153	15.000000
155	9.000000
157	20.000000
159	15.000000
161	12.000000
163	22.000000
165	12.000000
167	19.000000
169	17.000000
171	17.000000
173	15.000000
175	13.000000
177	19.000000
179	13.000000
181	21.000000
183	14.000000
185	18.000000
187	16.000000
189	20.000000
191	19.000000
193	18.000000
195	20.000000
197	24.000000
199	24.000000
201	22.000000
203	22.000000
205	15.000000
207	11.000000
209	28.000000
211	17.000000
213	24.000000
215	21.000000
217	26.000000
219	17.000000
221	22.000000
223	18.000000
225	30.000000
227	28.000000
229	20.000000
231	21.000000
233	20.000000
235	29.000000
237	22.000000
239	26.000000
241	32.000000
243	30.000000
245	32.000000
247	19.000000
249	24.000000
251	23.000000
253	20.000000
255	33.000000
257	32.000000
259	28.000000
261	36.000000
263	28.000000
265	26.000000
267	35.000000
269	33.000000
271	37.000000
273	36.000000
275	40.000000
277	28.000000
279	35.000000
281	34.000000
283	28.000000
285	37.000000
287	32.000000
289	34.000000
291	32.000000
293	39.000000
295	29.000000
297	36.000000
299	44.000000
301	36.000000
303	40.000000
305	41.000000
307	41.000000
309	44.000000
311	43.000000
313	35.000000
315	43.000000
317	27.000000
319	45.000000
321	48.000000
323	46.000000
325	49.000000
327	35.000000
329	46.000000
331	43.000000
333	38.000000
335	55.000000
337	46.000000
339	53.000000
341	43.000000
343	57.000000
345	47.000000
347	52.000000
349	53.000000
351	57.000000
353	56.000000
355	53.000000
357	48.000000
359	79.000000
361	60.000000
363	58.000000
365	75.000000
367	76.000000
369	54.000000
371	71.000000
373	76.000000
375	55.000000
377	70.000000
379	65.000000
381	75.000000
383	60.000000
385	72.000000
